JobID,Title,ExperienceLevel,Skills,Responsibilities,Keywords,MinYears,MaxYears,CleanedSkills,PrimarySkills,SecondarySkills
CSA-E-018,Cyber Defense Analyst,Experienced,"['SOC Operations', 'Threat Hunting', 'SIEM Tools', 'Compliance Auditing', 'Firewall Management', 'Malware Analysis']","['Monitor SOC', 'Hunt advanced persistent threats', 'Conduct malware reverse engineering', 'Ensure compliance with PCI-DSS']","['SOC', 'Threat Hunting', 'Malware Analysis', 'Compliance', 'Incident Response']",4,8,"['Malware Analysis', 'Firewall Management', 'Threat Hunting', 'Compliance Auditing', 'SIEM Tools', 'SOC Operations']","['Malware Analysis', 'Firewall Management', 'Threat Hunting']","['Compliance Auditing', 'SIEM Tools', 'SOC Operations']"
CSA-E-019,Senior Incident Response Analyst,Experienced,"['Incident Response', 'Malware Analysis', 'Forensics', 'Threat Hunting', 'Splunk', 'QRadar']","['Lead incident investigations', 'Perform digital forensics', 'Coordinate response teams', 'Develop incident response playbooks']","['Incident Response', 'Forensics', 'Malware Analysis', 'Threat Hunting', 'SOC']",5,9,"['Malware Analysis', 'Incident Response', 'Forensics', 'Threat Hunting', 'Splunk', 'QRadar']","['Malware Analysis', 'Incident Response', 'Forensics']","['Threat Hunting', 'Splunk', 'QRadar']"
CSA-E-020,Principal Security Analyst,Experienced,"['Leadership', 'Risk Management', 'SIEM Tools', 'Cloud Security', 'Compliance', 'Advanced Threat Detection']","['Manage enterprise security strategy', 'Lead large-scale security operations', 'Oversee compliance with multiple frameworks', 'Mentor junior analysts']","['Leadership', 'Risk Management', 'Cloud Security', 'SIEM', 'Threat Hunting', 'Compliance']",7,10,"['Risk Management', 'Leadership', 'Compliance', 'SIEM Tools', 'Advanced Threat Detection', 'Cloud Security']","['Cloud Security', 'Risk Management', 'Leadership']","['Compliance', 'SIEM Tools', 'Advanced Threat Detection']"
DA001,Data Analyst - Fresher,Entry-Level,"['SQL', 'Python', 'R', 'SAS', 'Tableau', 'Power BI', 'Matplotlib', 'Seaborn', 'Excel charts', 'Pandas', 'MySQL', 'PostgreSQL', 'Hadoop', 'Spark basics', 'Hypothesis testing', 'Regression']","['Assist in analyzing datasets', 'Create dashboards', 'Perform data cleaning', 'Support reporting tasks']","['Data Analytics', 'BI', 'Entry-Level', 'Fresher', 'Reporting', 'Dashboard']",0,1,"['Tableau', 'SAS', 'Hypothesis testing', 'Matplotlib', 'MySQL', 'PostgreSQL', 'Hadoop', 'SQL', 'Excel charts', 'Power BI', 'Pandas', 'Python', 'Regression', 'Spark', 'R', 'Seaborn']","['MySQL', 'PostgreSQL', 'Hadoop', 'SQL', 'Python', 'Tableau', 'SAS', 'Hypothesis testing']","['Matplotlib', 'Excel charts', 'Power BI', 'Pandas', 'Regression', 'Spark', 'R', 'Seaborn']"
DA010,Data Analyst - Experienced,Senior-Level,"['Predictive modeling', 'Machine learning algorithms', 'A/B testing', 'Time-series analysis', 'Advanced SQL', 'Python', 'R', 'SAS', 'Tableau', 'Power BI', 'Looker', 'Google Data Studio', 'ETL', 'BigQuery', 'Snowflake', 'Redshift', 'Hadoop', 'Spark', 'Kafka']","['Lead analytics projects', 'Develop predictive models', 'Optimize ETL pipelines', 'Create advanced dashboards for stakeholders']","['Data Analytics', 'BI', 'Senior-Level', 'Predictive Modeling', 'Reporting', 'ETL']",4,8,"['Advanced SQL', 'A', 'Power BI', 'Machine learning algorithms', 'ETL', 'Time-series analysis', 'Spark', 'Kafka', 'B testing', 'R', 'Predictive modeling', 'Tableau', 'SAS', 'Redshift', 'Looker', 'Snowflake', 'Google Data Studio', 'BigQuery', 'Python', 'Hadoop']","['Advanced SQL', 'Machine learning algorithms', 'Python', 'Hadoop', 'A', 'Power BI', 'ETL', 'Time-series analysis', 'Spark', 'Kafka']","['B testing', 'R', 'Predictive modeling', 'Tableau', 'SAS', 'Redshift', 'Looker', 'Snowflake', 'Google Data Studio', 'BigQuery']"
DE-F-001,Data Engineer,Fresher,"['Python', 'Java Basics', 'SQL', 'PostgreSQL', 'MongoDB', 'Hadoop Basics', 'Spark Basics', 'ETL Fundamentals', 'AWS Basics', 'Azure Fundamentals']","['Assist in developing basic ETL pipelines', 'Support database management tasks', 'Work on structured and unstructured data', 'Collaborate with senior engineers on big data tools', 'Learn and apply cloud platform fundamentals']","['Python', 'SQL', 'ETL', 'Big Data', 'AWS', 'Hadoop', 'MongoDB', 'Data Engineering Fundamentals']",0,1,"['AWS', 'MongoDB', 'PostgreSQL', 'SQL', 'Java', 'Python', 'ETL', 'Spark', 'Hadoop', 'Azure']","['AWS', 'MongoDB', 'PostgreSQL', 'SQL', 'Java', 'Python', 'Hadoop', 'Azure']","['ETL', 'Spark']"
DS-F1,Data Scientist - Entry Level,Fresher,"['Python', 'R', 'SQL', 'Pandas', 'NumPy', 'Matplotlib', 'Seaborn', 'MySQL', 'PostgreSQL', 'MongoDB', 'Basic ML: classification, regression, clustering', 'Data wrangling', 'Data preprocessing']","['Assist in analyzing datasets and generating insights', 'Perform data cleaning and preprocessing', 'Implement basic predictive modeling tasks', 'Collaborate with senior team members', 'Learn best practices for data science workflows']","['Data Scientist', 'Python', 'R', 'SQL', 'Machine Learning', 'Data Analysis', 'Pandas', 'NumPy', 'Visualization']",0,1,"['Basic ML: classification, regression, clustering', 'Matplotlib', 'MySQL', 'MongoDB', 'PostgreSQL', 'Data wrangling', 'SQL', 'Pandas', 'Python', 'Data preprocessing', 'R', 'Seaborn', 'NumPy']","['MySQL', 'MongoDB', 'PostgreSQL', 'SQL', 'Python', 'Basic ML: classification, regression, clustering']","['Matplotlib', 'Data wrangling', 'Pandas', 'Data preprocessing', 'R', 'Seaborn', 'NumPy']"
DS-F2,Junior Data Scientist,Fresher,"['Python', 'R', 'SQL', 'Pandas', 'NumPy', 'Matplotlib', 'Seaborn', 'Excel', 'Basic ML: logistic regression, decision trees, K-means', 'MySQL', 'PostgreSQL']","['Support senior data scientists in analyzing datasets', 'Build basic machine learning models', 'Visualize results using Matplotlib, Seaborn, or Excel', 'Participate in academic projects or internships', 'Collaborate with team members for data-driven insights']","['Data Scientist', 'Python', 'R', 'SQL', 'ML Models', 'Data Visualization', 'Analytics']",0,1,"['Excel', 'Matplotlib', 'MySQL', 'Basic ML: logistic regression, decision trees, K-means', 'PostgreSQL', 'SQL', 'Pandas', 'Python', 'R', 'Seaborn', 'NumPy']","['MySQL', 'PostgreSQL', 'SQL', 'Python', 'Excel']","['Matplotlib', 'Basic ML: logistic regression, decision trees, K-means', 'Pandas', 'R', 'Seaborn', 'NumPy']"
DS-F3,Data Analyst / Data Scientist Intern,Fresher,"['Python', 'R', 'SQL', 'Pandas', 'NumPy', 'Matplotlib', 'Seaborn', 'MongoDB', 'MySQL', 'Basic ML: classification, clustering']","['Assist in data collection, cleaning, and analysis', 'Implement basic machine learning models', 'Visualize insights for small-scale business problems', 'Collaborate under supervision in research tasks', 'Participate in learning and internship projects']","['Data Scientist', 'Data Analyst', 'Python', 'R', 'SQL', 'Machine Learning', 'Internship', 'Data Visualization']",0,1,"['Matplotlib', 'MongoDB', 'MySQL', 'SQL', 'Pandas', 'Python', 'Basic ML: classification, clustering', 'R', 'Seaborn', 'NumPy']","['MongoDB', 'MySQL', 'SQL', 'Python', 'Matplotlib']","['Pandas', 'Basic ML: classification, clustering', 'R', 'Seaborn', 'NumPy']"
DS-F4,Data Scientist - Fresher,Fresher,"['Python', 'R', 'SQL', 'Pandas', 'NumPy', 'Matplotlib', 'Seaborn', 'MySQL', 'PostgreSQL', 'Basic ML algorithms: regression, classification, clustering']","['Perform exploratory data analysis', 'Build basic predictive models', 'Visualize business data for insights', 'Learn from senior team members', 'Contribute to small-scale projects']","['Data Scientist', 'Python', 'R', 'SQL', 'Data Analysis', 'Visualization', 'Machine Learning']",0,1,"['Matplotlib', 'MySQL', 'Basic ML algorithms: regression, classification, clustering', 'PostgreSQL', 'SQL', 'Pandas', 'Python', 'R', 'Seaborn', 'NumPy']","['MySQL', 'Basic ML algorithms: regression, classification, clustering', 'PostgreSQL', 'SQL', 'Python']","['Matplotlib', 'Pandas', 'R', 'Seaborn', 'NumPy']"
DS-F5,Junior Machine Learning Engineer,Fresher,"['Python', 'R', 'SQL', 'Pandas', 'NumPy', 'Matplotlib', 'Seaborn', 'MongoDB', 'MySQL', 'Basic ML models: decision trees, K-means, logistic regression', 'Data preprocessing']","['Implement basic ML models for internal projects', 'Preprocess datasets for modeling', 'Visualize results for team review', 'Collaborate with senior data scientists', 'Learn ML best practices and workflows']","['Machine Learning Engineer', 'Python', 'R', 'SQL', 'Data Preprocessing', 'ML Models', 'Visualization']",0,1,"['Matplotlib', 'MongoDB', 'MySQL', 'Basic ML models: decision trees, K-means, logistic regression', 'SQL', 'Pandas', 'Python', 'Data preprocessing', 'R', 'Seaborn', 'NumPy']","['MongoDB', 'MySQL', 'SQL', 'Python', 'Matplotlib']","['Basic ML models: decision trees, K-means, logistic regression', 'Pandas', 'Data preprocessing', 'R', 'Seaborn', 'NumPy']"
DS-F6,Entry Level Data Scientist,Fresher,"['Python', 'R', 'SQL', 'Pandas', 'NumPy', 'Matplotlib', 'Seaborn', 'MySQL', 'PostgreSQL', 'MongoDB', 'Basic ML: classification, regression, clustering', 'Data cleaning', 'Data wrangling']","['Support data analysis and modeling tasks', 'Assist in visualizations for insights', 'Learn data wrangling and preprocessing', 'Collaborate with senior team members', 'Participate in entry-level analytics projects']","['Data Scientist', 'Python', 'R', 'SQL', 'Data Analysis', 'Machine Learning', 'Visualization']",0,1,"['Basic ML: classification, regression, clustering', 'Matplotlib', 'MySQL', 'MongoDB', 'PostgreSQL', 'Data wrangling', 'SQL', 'Pandas', 'Python', 'Data cleaning', 'R', 'Seaborn', 'NumPy']","['MySQL', 'MongoDB', 'PostgreSQL', 'SQL', 'Python', 'Basic ML: classification, regression, clustering']","['Matplotlib', 'Data wrangling', 'Pandas', 'Data cleaning', 'R', 'Seaborn', 'NumPy']"
DS-F7,Data Science Intern,Fresher,"['Python', 'R', 'SQL', 'Pandas', 'NumPy', 'Matplotlib', 'Seaborn', 'MySQL', 'PostgreSQL', 'Basic ML: logistic regression, clustering, decision trees', 'Data preprocessing', 'Data wrangling']","['Assist in analyzing datasets', 'Build basic predictive models', 'Visualize insights for projects', 'Participate in learning sessions', 'Work under supervision for analytics tasks']","['Data Science Intern', 'Python', 'R', 'SQL', 'Machine Learning', 'Data Visualization', 'Data Analysis']",0,1,"['Matplotlib', 'MySQL', 'PostgreSQL', 'Data wrangling', 'SQL', 'Pandas', 'Python', 'Data preprocessing', 'Basic ML: logistic regression, clustering, decision trees', 'R', 'Seaborn', 'NumPy']","['MySQL', 'PostgreSQL', 'SQL', 'Python', 'Matplotlib', 'Data wrangling']","['Pandas', 'Data preprocessing', 'Basic ML: logistic regression, clustering, decision trees', 'R', 'Seaborn', 'NumPy']"
DS-F8,Fresher Data Scientist,Fresher,"['Python', 'R', 'SQL', 'Pandas', 'NumPy', 'Matplotlib', 'Seaborn', 'MySQL', 'MongoDB', 'Basic ML: classification, regression, clustering']","['Analyze small datasets to extract insights', 'Build simple predictive models', 'Create visualizations for reports', 'Collaborate with senior data scientists', 'Learn best practices for ML workflows']","['Data Scientist', 'Python', 'R', 'SQL', 'Machine Learning', 'Data Visualization', 'Entry Level']",0,1,"['Basic ML: classification, regression, clustering', 'Matplotlib', 'MySQL', 'MongoDB', 'SQL', 'Pandas', 'Python', 'R', 'Seaborn', 'NumPy']","['MySQL', 'MongoDB', 'SQL', 'Python', 'Basic ML: classification, regression, clustering']","['Matplotlib', 'Pandas', 'R', 'Seaborn', 'NumPy']"
DS-F9,Data Science Associate,Fresher,"['Python', 'R', 'SQL', 'Pandas', 'NumPy', 'Matplotlib', 'Seaborn', 'MySQL', 'PostgreSQL', 'Basic ML: regression, classification, clustering', 'Data cleaning', 'Data preprocessing']","['Assist in exploratory data analysis', 'Implement basic predictive models', 'Perform data visualization', 'Learn ETL processes and analytics workflows', 'Collaborate on small-scale projects']","['Data Science Associate', 'Python', 'R', 'SQL', 'Machine Learning', 'Data Visualization', 'ETL']",0,1,"['Matplotlib', 'MySQL', 'PostgreSQL', 'Basic ML: regression, classification, clustering', 'SQL', 'Pandas', 'Python', 'Data preprocessing', 'Data cleaning', 'R', 'Seaborn', 'NumPy']","['MySQL', 'PostgreSQL', 'SQL', 'Python', 'Matplotlib', 'Basic ML: regression, classification, clustering']","['Pandas', 'Data preprocessing', 'Data cleaning', 'R', 'Seaborn', 'NumPy']"
DS-E1,Data Scientist - Experienced,Mid-Senior,"['Python (advanced)', 'R', 'SQL', 'Java/Scala', 'Regression', 'Classification', 'Clustering', 'Ensemble methods', 'Deep Learning', 'NLP', 'Reinforcement Learning', 'Hadoop', 'Spark', 'Tableau', 'PowerBI', 'ETL pipelines']","['Lead data science projects', 'Develop predictive models and perform feature engineering', 'Deploy machine learning solutions', 'Mentor junior team members', 'Ensure business value from analytics insights']","['Data Scientist', 'Machine Learning', 'Python', 'R', 'SQL', 'Deep Learning', 'NLP', 'Big Data']",3,6,"['Tableau', 'Clustering', 'PowerBI', 'ETL pipelines', 'NLP', 'Hadoop', 'SQL', 'Java', 'Python (advanced)', 'Classification', 'Regression', 'Deep Learning', 'Reinforcement Learning', 'Spark', 'Ensemble methods', 'R', 'Scala']","['Hadoop', 'SQL', 'Java', 'Python (advanced)', 'Tableau', 'Clustering', 'PowerBI', 'ETL pipelines']","['NLP', 'Classification', 'Regression', 'Deep Learning', 'Reinforcement Learning', 'Spark', 'Ensemble methods', 'R', 'Scala']"
DS-S1,Senior Data Scientist,Senior,"['Python', 'R', 'SQL', 'Java/Scala', 'Ensemble methods', 'Time-series modeling', 'Deep Learning', 'NLP', 'Spark', 'Hadoop', 'AWS EMR', 'ETL pipelines', 'Feature Engineering', 'Tableau', 'PowerBI', 'Jupyter', 'Git']","['Architect and deploy advanced analytics and ML solutions', 'Lead projects and optimize model performance', 'Manage a team of data scientists', 'Ensure insights align with business goals', 'Mentor junior scientists']","['Data Science', 'Machine Learning', 'Python', 'R', 'SQL', 'Deep Learning', 'Big Data', 'Analytics']",5,5,"['Tableau', 'AWS EMR', 'ETL pipelines', 'PowerBI', 'NLP', 'Hadoop', 'Git', 'Jupyter', 'Feature Engineering', 'SQL', 'Java', 'Python', 'Deep Learning', 'Time-series modeling', 'Spark', 'Ensemble methods', 'R', 'Scala']","['AWS EMR', 'Hadoop', 'SQL', 'Java', 'Python', 'Tableau', 'ETL pipelines', 'PowerBI', 'NLP']","['Git', 'Jupyter', 'Feature Engineering', 'Deep Learning', 'Time-series modeling', 'Spark', 'Ensemble methods', 'R', 'Scala']"
DS-S2,Lead Data Scientist,Senior,"['Python', 'R', 'SQL', 'Java/Scala', 'Classification', 'Regression', 'NLP', 'Reinforcement Learning', 'Ensemble methods', 'Spark', 'Hadoop', 'AWS', 'Azure', 'ETL automation', 'Feature Engineering', 'Tableau', 'PowerBI', 'Jupyter', 'Git']","['Drive end-to-end data science initiatives', 'Implement ML pipelines and advanced models', 'Mentor and lead a team', 'Present actionable insights to business stakeholders', 'Ensure solutions deliver measurable business impact']","['Data Science', 'AI', 'Machine Learning', 'Python', 'R', 'SQL', 'Big Data', 'Leadership']",6,6,"['Scala', 'AWS', 'PowerBI', 'Feature Engineering', 'Classification', 'Ensemble methods', 'Git', 'Spark', 'Regression', 'ETL automation', 'R', 'Azure', 'Tableau', 'NLP', 'Jupyter', 'SQL', 'Java', 'Python', 'Reinforcement Learning', 'Hadoop']","['AWS', 'Azure', 'SQL', 'Java', 'Python', 'Hadoop', 'Scala', 'PowerBI', 'Feature Engineering', 'Classification']","['Ensemble methods', 'Git', 'Spark', 'Regression', 'ETL automation', 'R', 'Tableau', 'NLP', 'Jupyter', 'Reinforcement Learning']"
DS-S3,Principal Data Scientist,Senior,"['Python', 'R', 'SQL', 'Java/Scala', 'Machine Learning', 'Deep Learning', 'NLP', 'Reinforcement Learning', 'Ensemble methods', 'Spark', 'Hadoop', 'AWS', 'GCP', 'ETL automation', 'Predictive modeling', 'Feature engineering', 'Tableau', 'PowerBI']","['Lead strategic analytics projects', 'Develop advanced ML/DL models', 'Manage data pipelines', 'Mentor junior scientists', 'Drive business value using data insights']","['Data Science', 'AI', 'Machine Learning', 'Big Data', 'Python', 'R', 'SQL', 'Leadership']",7,7,"['Scala', 'AWS', 'PowerBI', 'Deep Learning', 'Feature engineering', 'Ensemble methods', 'Spark', 'ETL automation', 'R', 'Predictive modeling', 'Tableau', 'GCP', 'NLP', 'Machine Learning', 'SQL', 'Java', 'Python', 'Reinforcement Learning', 'Hadoop']","['AWS', 'GCP', 'SQL', 'Java', 'Python', 'Hadoop', 'Scala', 'PowerBI', 'Deep Learning']","['Feature engineering', 'Ensemble methods', 'Spark', 'ETL automation', 'R', 'Predictive modeling', 'Tableau', 'NLP', 'Machine Learning', 'Reinforcement Learning']"
DS-S4,Machine Learning Scientist,Senior,"['Python', 'R', 'SQL', 'Java/Scala', 'Regression', 'Classification', 'NLP', 'Reinforcement Learning', 'Spark', 'Hadoop', 'AWS', 'Azure', 'ETL pipelines', 'Feature engineering', 'Tableau', 'PowerBI']","['Build advanced predictive models', 'Optimize ML algorithms', 'Lead AI/ML initiatives', 'Mentor junior team members', 'Present insights to business teams']","['Machine Learning', 'Python', 'R', 'SQL', 'AI', 'Deep Learning', 'Big Data', 'Leadership']",5,5,"['Tableau', 'AWS', 'ETL pipelines', 'Feature engineering', 'PowerBI', 'NLP', 'Hadoop', 'SQL', 'Java', 'Python', 'Regression', 'Classification', 'Reinforcement Learning', 'Spark', 'R', 'Scala', 'Azure']","['AWS', 'Hadoop', 'SQL', 'Java', 'Python', 'Azure', 'Tableau', 'ETL pipelines']","['Feature engineering', 'PowerBI', 'NLP', 'Regression', 'Classification', 'Reinforcement Learning', 'Spark', 'R', 'Scala']"
DS-S5,Senior Machine Learning Engineer,Senior,"['Python (advanced)', 'R', 'SQL', 'Java/Scala', 'Regression', 'Classification', 'NLP', 'Reinforcement Learning', 'Ensemble methods', 'Spark', 'Hadoop', 'AWS', 'GCP', 'ETL automation', 'Feature engineering', 'Tableau', 'PowerBI']","['Design and deploy ML and AI models for large datasets', 'Optimize model performance', 'Oversee ETL processes', 'Mentor junior team members', 'Ensure high-quality ML solutions']","['Machine Learning Engineer', 'Python', 'R', 'SQL', 'AI', 'Deep Learning', 'Big Data', 'Leadership']",5,7,"['Tableau', 'ETL automation', 'AWS', 'Feature engineering', 'PowerBI', 'GCP', 'NLP', 'Hadoop', 'SQL', 'Java', 'Python (advanced)', 'Classification', 'Regression', 'Reinforcement Learning', 'Spark', 'Ensemble methods', 'R', 'Scala']","['AWS', 'GCP', 'Hadoop', 'SQL', 'Java', 'Python (advanced)', 'Tableau', 'ETL automation', 'Feature engineering']","['PowerBI', 'NLP', 'Classification', 'Regression', 'Reinforcement Learning', 'Spark', 'Ensemble methods', 'R', 'Scala']"
DS-S6,Lead Machine Learning Scientist,Senior,"['Python', 'R', 'SQL', 'Java/Scala', 'Ensemble methods', 'Deep Learning', 'NLP', 'Reinforcement Learning', 'Spark', 'Hadoop', 'AWS', 'Azure', 'ETL automation', 'Feature engineering', 'Tableau', 'PowerBI']","['Lead ML/AI projects end-to-end', 'Develop advanced models', 'Mentor junior scientists', 'Deliver actionable insights to stakeholders', 'Ensure alignment with business objectives']","['Machine Learning', 'AI', 'Python', 'R', 'SQL', 'Big Data', 'Leadership']",6,6,"['Tableau', 'ETL automation', 'AWS', 'Feature engineering', 'PowerBI', 'NLP', 'Hadoop', 'SQL', 'Java', 'Python', 'Deep Learning', 'Reinforcement Learning', 'Spark', 'Ensemble methods', 'R', 'Scala', 'Azure']","['AWS', 'Hadoop', 'SQL', 'Java', 'Python', 'Azure', 'Tableau', 'ETL automation']","['Feature engineering', 'PowerBI', 'NLP', 'Deep Learning', 'Reinforcement Learning', 'Spark', 'Ensemble methods', 'R', 'Scala']"
DS-S7,Data Science Team Lead,Senior,"['Python', 'R', 'SQL', 'Java/Scala', 'Classification', 'Regression', 'NLP', 'Reinforcement Learning', 'Ensemble methods', 'Spark', 'Hadoop', 'AWS', 'GCP', 'ETL automation', 'Feature engineering', 'Predictive modeling', 'Tableau', 'PowerBI']","['Manage a team of data scientists', 'Oversee model development and feature engineering', 'Deploy analytics solutions', 'Ensure insights drive business strategy', 'Mentor and manage stakeholders']","['Data Science', 'AI', 'Machine Learning', 'Big Data', 'Leadership', 'Python', 'R', 'SQL']",7,7,"['Scala', 'AWS', 'PowerBI', 'Classification', 'Feature engineering', 'Ensemble methods', 'Spark', 'Regression', 'ETL automation', 'R', 'Predictive modeling', 'Tableau', 'GCP', 'NLP', 'SQL', 'Java', 'Python', 'Reinforcement Learning', 'Hadoop']","['AWS', 'GCP', 'SQL', 'Java', 'Python', 'Hadoop', 'Scala', 'PowerBI', 'Classification']","['Feature engineering', 'Ensemble methods', 'Spark', 'Regression', 'ETL automation', 'R', 'Predictive modeling', 'Tableau', 'NLP', 'Reinforcement Learning']"
1,DevOps Engineer - Fresher,Fresher,"['Git', 'Jenkins', 'Docker', 'Kubernetes', 'GitHub/GitLab', 'AWS basics', 'Azure basics', 'GCP basics', 'Bash', 'Python fundamentals', 'Terraform awareness', 'Ansible awareness', 'Linux basics']","['Assist in automating deployments', 'Build basic CI/CD pipelines', 'Manage containerized applications', 'Participate in academic or bootcamp projects']","['DevOps', 'Cloud', 'Fresher', 'Entry-Level', 'CI/CD', 'Containerization', 'Automation']",0,1,"['AWS', 'Linux', 'Kubernetes', 'GCP', 'Bash', 'Ansible awareness', 'Docker', 'GitLab', 'Jenkins', 'Python', 'GitHub', 'Terraform awareness', 'Git', 'Azure']","['AWS', 'Kubernetes', 'GCP', 'Docker', 'Python', 'Azure', 'Linux']","['Bash', 'Ansible awareness', 'GitLab', 'Jenkins', 'GitHub', 'Terraform awareness', 'Git']"
10,DevOps Engineer - Experienced,Experienced,"['AWS', 'Azure', 'GCP', 'Terraform', 'Ansible', 'Jenkins', 'GitLab CI', 'CircleCI', 'Kubernetes', 'Helm', 'Docker Swarm', 'Puppet', 'Chef', 'Prometheus', 'ELK stack', 'Grafana', 'DevSecOps', 'Linux/Unix', 'API automation', 'Microservices']","['Design, implement, and manage scalable cloud infrastructure', 'Lead automated CI/CD pipelines', 'Manage Kubernetes clusters', 'Ensure DevSecOps compliance']","['DevOps', 'Cloud', 'Experienced', 'Senior-Level', 'CI/CD', 'Containerization', 'Automation', 'DevSecOps']",4,8,"['Terraform', 'AWS', 'Helm', 'Unix', 'Jenkins', 'CircleCI', 'Puppet', 'Docker Swarm', 'Chef', 'Azure', 'ELK stack', 'GCP', 'Microservices', 'Kubernetes', 'DevSecOps', 'API automation', 'Linux', 'Grafana', 'Ansible', 'GitLab CI', 'Prometheus']","['AWS', 'Docker Swarm', 'Azure', 'GCP', 'Kubernetes', 'API automation', 'Terraform', 'Helm', 'Unix', 'Jenkins']","['CircleCI', 'Puppet', 'Chef', 'ELK stack', 'Microservices', 'DevSecOps', 'Linux', 'Grafana', 'Ansible', 'GitLab CI', 'Prometheus']"
DMS-F-001,Digital Marketing Specialist,Fresher,"['Google Ads basics', 'Facebook Ads Manager basics', 'Instagram marketing basics', 'LinkedIn marketing basics', 'SEO fundamentals', 'SEM basics', 'Content creation', 'Copywriting', 'Blogging', 'Email marketing tools (Mailchimp, HubSpot) basics', 'Google Analytics basics', 'CMS (WordPress) basics', 'Creativity', 'Communication', 'Teamwork', 'Adaptability']","['Assist in planning and executing digital campaigns', 'Create content for social media and blogs', 'Support SEO and SEM optimization efforts', 'Assist with email marketing campaigns', 'Track and report basic analytics', 'Collaborate with team members for campaign support']","['Digital Marketing', 'SEO', 'SEM', 'Google Ads', 'Social Media Marketing', 'Content Creation', 'Email Marketing', 'Google Analytics', 'CMS', 'Marketing Tools']",0,1,"['CMS (WordPress)', 'Adaptability', 'LinkedIn marketing', 'Communication', 'SEO', 'Creativity', 'Google Ads', 'Instagram marketing', 'SEM', 'Blogging', 'Teamwork', 'Facebook Ads Manager', 'Content creation', 'Google Analytics', 'Email marketing tools (Mailchimp, HubSpot)', 'Copywriting']","['CMS (WordPress)', 'Adaptability', 'LinkedIn marketing', 'Communication', 'SEO', 'Creativity', 'Google Ads', 'Instagram marketing']","['SEM', 'Blogging', 'Teamwork', 'Facebook Ads Manager', 'Content creation', 'Google Analytics', 'Email marketing tools (Mailchimp, HubSpot)', 'Copywriting']"
ETH-F-001,Ethical Hacker,Fresher,"['Python basics', 'Bash scripting basics', 'Networking fundamentals', 'Linux (Kali/Parrot OS) basics', 'Windows security basics', 'Introduction to penetration testing', 'Basic vulnerability assessment', 'Web application security basics', 'Familiarity with Nmap and Wireshark', 'Basic cryptography understanding', 'Problem-solving', 'Communication', 'Ethical awareness']","['Assist in penetration testing projects', 'Perform basic vulnerability assessments', 'Support security audits', 'Learn and apply ethical hacking methodologies under supervision', 'Document findings and workflows', 'Follow organizational ethical and legal standards']","['Ethical Hacking', 'Penetration Testing', 'Network Security', 'Python', 'Linux', 'Windows Security', 'Nmap', 'Wireshark', 'Cryptography', 'Web Security']",0,1,"['Windows security', 'Linux (Kali', 'Communication', 'Parrot OS)', 'Familiarity with Nmap and Wireshark', 'penetration testing', 'Problem-solving', 'Bash scripting', 'Basic vulnerability assessment', 'Python', 'Basic cryptography understanding', 'Networking', 'Ethical awareness', 'Web application security']","['Python', 'Windows security', 'Linux (Kali', 'Communication', 'Parrot OS)', 'Familiarity with Nmap and Wireshark', 'penetration testing']","['Problem-solving', 'Bash scripting', 'Basic vulnerability assessment', 'Basic cryptography understanding', 'Networking', 'Ethical awareness', 'Web application security']"
FE-F-001,Fintech Engineer,Fresher,"['Python basics', 'JavaScript basics', 'SQL fundamentals', 'Blockchain basics', 'Introductory data science', 'Machine learning basics', 'Cybersecurity basics', 'Financial products knowledge', 'API integration basics', 'AWS basics', 'Azure basics', 'Problem-solving', 'Communication', 'Collaboration', 'Agility']","['Assist in developing fintech applications', 'Learn blockchain and distributed ledger technologies', 'Support data analysis and machine learning tasks', 'Help integrate APIs for financial services', 'Collaborate with cross-functional teams', 'Follow basic cybersecurity and compliance practices', 'Document project work and workflows']","['Python', 'SQL', 'Blockchain', 'Machine Learning', 'API Integration', 'Cybersecurity', 'AWS', 'Data Analysis']",0,1,"['Agility', 'Introductory data science', 'Communication', 'AWS', 'Blockchain', 'Machine learning', 'Cybersecurity', 'Problem-solving', 'Collaboration', 'API integration', 'SQL', 'Python', 'JavaScript', 'Financial products knowledge', 'Azure']","['AWS', 'API integration', 'SQL', 'Python', 'JavaScript', 'Azure', 'Agility']","['Introductory data science', 'Communication', 'Blockchain', 'Machine learning', 'Cybersecurity', 'Problem-solving', 'Collaboration', 'Financial products knowledge']"
FE001,Frontend Developer - Entry Level,Entry-Level,"['HTML', 'CSS', 'JavaScript', 'React basics', 'Angular basics', 'Vue.js basics', 'Bootstrap', 'Tailwind CSS', 'Git', 'Browser Developer Tools']","['Build responsive and interactive web pages', 'Implement UI designs', 'Assist in basic testing and debugging', 'Integrate frontend with backend APIs', 'Participate in code reviews', 'Collaborate with team members']","['Frontend', 'UI Development', 'Web Development', 'Responsive Design', 'Entry-Level', 'Fresher']",0,1,"['React', 'Tailwind CSS', 'Bootstrap', 'Browser Developer Tools', 'Vue.js', 'HTML', 'JavaScript', 'Angular', 'Git', 'CSS']","['React', 'Vue.js', 'JavaScript', 'Angular', 'Tailwind CSS']","['Bootstrap', 'Browser Developer Tools', 'HTML', 'Git', 'CSS']"
